ENTREZID	SYMBOL	length	sample1	sample2	sample3
541578	CXorf40B	6067	237	39	294
54165	DCUN1D1	11810	838	240	1151
54187	NANS	6735	324	57	465
5420	PODXL	10664	10	7	26
54205	CYCS	5777	4821	253	5264
54206	ERRFI1	6729	69	2	56
54210	TREM1	3156	2	11	16
54212	SNTG1	4392	13	30	6
5422	POLA1	8096	623	101	884
54221	SNTG2	5617	1	11	4
5423	POLB	6136	388	41	591
5424	POLD1	8196	1382	73	1739
5425	POLD2	8695	1528	82	1853
5426	POLE	24609	759	153	881
5427	POLE2	4792	469	17	638
5428	POLG	9660	1274	366	1586
5429	POLH	5810	264	156	431
5430	POLR2A	12512	2783	490	2543
5431	POLR2B	8014	2693	402	3015
5432	POLR2C	5931	424	106	475
54329	GPR85	15265	12	48	18
5433	POLR2D	8185	1174	94	1269
54331	GNG2	15464	597	678	1128
54332	GDAP1	6823	194	44	257
5434	POLR2E	11257	1484	218	1796
54344	DPM3	1412	22	29	33
5436	POLR2G	4222	666	208	886
54363	HAO1	1777	3	16	5
5437	POLR2H	8974	856	81	957
5438	POLR2I	3561	269	66	386
54386	TERF2IP	2632	1206	439	1571
5439	POLR2J	1626	413	119	452
5440	POLR2K	2492	864	119	1012
54407	SLC38A2	14064	3826	584	4204
5441	POLR2L	1477	406	83	480
54414	SIAE	10620	54	18	70
5442	POLRMT	7930	860	160	1040
5443	POMC	4977	22	8	20
54431	DNAJC10	28443	1031	393	1253
54432	YIPF1	4319	143	56	200
54433	GAR1	2738	595	36	647
54434	SSH1	21443	386	118	495
54436	SH3TC1	18856	37	69	63
54438	GFOD1	15268	215	25	175
54439	RBM27	7451	646	253	853
5444	PON1	3866	4	12	6
54440	SASH3	2978	1441	674	2291
54442	KCTD5	4502	897	67	1559
54443	ANLN	9495	763	33	759
5445	PON2	9592	46	42	75
54453	RIN2	6122	7	19	2
54454	ATAD2B	16099	228	184	272
54455	FBXO42	10165	293	101	504
54456	MOV10L1	9690	8	11	4
54458	PRR13	8693	962	378	1344
5446	PON3	5432	1	11	5
54460	MRPS21	1756	641	189	785
54461	FBXW5	6325	880	488	1173
54462	CCSER2	16430	643	537	854
54463	RETREG1	8288	100	115	75
54464	XRN1	17896	468	459	840
54465	ETAA1	3938	214	85	247
54466	SPIN2A	1319	7	18	11
54467	ANKIB1	9100	103	93	148
54468	MIOS	11969	512	70	623
54469	ZFAND6	11927	283	225	434
5447	POR	12048	362	117	377
54470	ARMCX6	6581	151	50	197
54471	MIEF1	17268	1093	129	1291
54472	TOLLIP	15743	337	110	439
54474	KRT20	4088	3	15	3
54475	NLE1	8568	315	14	265
54476	RNF216	10579	485	329	700
54477	PLEKHA5	14354	38	120	81
54478	PIMREG	5833	31	0	36
54480	CHPF2	6760	423	149	641
54482	TRMT13	5740	217	109	289
54487	DGCR8	18196	183	55	215
54494	C11orf71	3784	41	32	64
54495	TMX3	10142	617	257	818
54496	PRMT7	16536	328	114	496
54497	HEATR5B	9024	346	330	473
54498	SMOX	4391	11	2	60
54499	TMCO1	9901	885	263	1197
545	ATR	15505	741	182	921
5450	POU2AF1	5134	101	24	289
54502	RBM47	19182	39	20	100
54503	ZDHHC13	9881	597	103	776
54504	CPVL	5854	7	21	5
54505	DHX29	7430	228	102	312
54509	RHOF	5451	84	36	79
5451	POU2F1	40210	118	76	162
54510	PCDH18	15964	5	21	6
54511	HMGCLL1	10454	4	19	5
54512	EXOSC4	2558	421	16	555
54514	DDX4	5762	10	28	10
54516	MTRF1L	5360	273	74	340
54517	PUS7	5842	799	57	992
54518	APBB1IP	4675	376	346	423
5452	POU2F2	20355	277	57	471
54520	CCDC93	9099	300	143	402
54521	WDR44	9261	215	117	261
54522	ANKRD16	5391	68	38	118
54529	ASNSD1	6107	1018	130	917
5453	POU3F1	2968	0	0	4
54531	MIER2	9737	141	20	110
54532	USP53	19638	341	198	326
54534	MRPL50	3332	730	82	857
54535	CCHCR1	57903	204	32	251
54536	EXOC6	8427	196	98	300
54539	NDUFB11	2336	378	157	620
54540	FAM193B	14207	103	106	136
54541	DDIT4	3022	2945	204	3966
54542	RC3H2	17372	316	237	476
54543	TOMM7	3428	470	219	564
54545	MTMR12	10877	414	179	560
54549	SDK2	13433	5	5	4
54552	GNL3L	3101	496	92	514
54554	WDR5B	3720	46	14	50
54555	DDX49	8157	502	70	566
54556	ING3	7573	261	99	275
54557	SGTB	5855	213	216	262
54558	SPATA6	12558	20	39	21
54566	EPB41L4B	7879	16	36	10
54583	EGLN1	7601	452	260	730
54584	GNB1L	9343	169	27	174
54585	LZTFL1	13933	39	49	70
54586	EQTN	2178	2	0	4
54587	MXRA8	9141	0	1	0
54596	L1TD1	3849	17	21	7
546	ATRX	33359	441	457	613
54602	NDFIP2	11339	2282	56	2812
54606	DDX56	7368	1528	117	1811
54617	INO80	11478	326	131	410
54619	CCNJ	6295	157	16	213
54621	VSIG10	10618	38	17	85
54622	ARL15	8476	51	41	102
54623	PAF1	4728	495	103	650
54625	PARP14	14461	2082	429	2428
54627	MAP10	3516	15	14	11
54629	MINDY2	18633	145	77	220
5463	POU6F1	8649	17	25	40
5464	PPA1	5905	3259	387	2927
5465	PPARA	22315	32	29	36
54662	TBC1D13	7047	282	110	487
54663	WDR74	7927	545	69	726
54664	TMEM106B	17016	478	368	601
54665	RSBN1	17567	123	207	202
5467	PPARD	7323	144	80	161
54674	LRRN3	11955	602	58	484
54675	CRLS1	10046	743	134	853
54676	GTPBP2	9363	53	13	74
54677	CROT	6884	93	81	153
5468	PPARG	6964	8	15	43
54680	ZNHIT6	8161	496	207	632
54681	P4HTM	13662	111	129	215
54682	MANSC1	9907	23	13	27
5469	MED1	11109	914	295	1224
547	KIF1A	14387	33	2	40
5470	PPEF2	7652	10	15	3
54700	RRN3	11700	999	185	1214
54704	PDP1	16328	237	270	287
54707	GPN2	6276	359	66	457
54708	5-Mar	5031	392	126	535
5471	PPAT	8730	1377	92	1386
54714	CNGB3	5237	3	14	13
54715	RBFOX1	15571	7	34	5
54726	OTUD4	11592	1137	233	1176
54732	TMED9	4632	553	148	805
54733	SLC35F2	6783	587	68	853
54737	MPHOSPH8	6423	176	213	260
54739	XAF1	13299	746	345	1101
54741	LEPROT	6084	195	113	416
54749	EPDR1	4321	37	28	10
5475	PPEF1	6086	6	10	6
54751	FBLIM1	8718	5	3	8
54753	ZNF853	3857	24	5	9
54756	IL17RD	13293	3	16	8
54757	FAM20A	11930	9	27	12
54758	KLHDC4	15454	240	84	463
5476	CTSA	10882	472	339	633
54762	GRAMD1C	12513	18	54	15
54764	ZRANB1	6152	130	119	192
54765	TRIM44	13341	629	271	761
54768	HYDIN	30062	30	98	35
54776	PPP1R12C	6905	67	41	88
54778	RNF111	18836	351	206	423
5478	PPIA	7444	10224	1860	11374
54780	NSMCE4A	8154	559	189	862
54784	ALKBH4	4059	76	19	86
54785	BORCS6	2575	55	47	73
54788	DNAJB12	12365	456	97	524
5479	PPIB	2462	1294	345	1661
54790	TET2	30797	418	207	730
54793	KCTD9	7175	196	45	254
54796	BNC2	23651	17	100	28
54797	MED18	4100	172	28	202
54798	DCHS2	20750	21	53	15
54799	MBTD1	12867	61	53	83
54800	KLHL24	14562	31	269	68
54801	HAUS6	9254	570	74	760
54802	TRIT1	6726	279	39	363
54805	CNNM2	21388	45	32	51
54806	AHI1	15639	235	67	298
54807	ZNF586	7704	77	90	77
54808	DYM	11037	496	206	580
54809	SAMD9	17402	269	284	475
5481	PPID	2827	1187	97	1265
54810	GIPC2	3973	7	7	5
54811	ZNF562	17519	267	113	334
54812	AFTPH	12293	276	118	409
54813	KLHL28	10078	147	179	191
54814	QPCTL	3153	49	11	63
54815	GATAD2A	15155	655	99	732
54816	ZNF280D	19462	78	123	153
54819	ZCCHC10	7773	301	67	415
54820	NDE1	14618	352	150	407
54821	ERCC6L	8587	306	7	316
54822	TRPM7	16017	1095	338	1381
54823	SWT1	4649	69	56	60
54826	GIN1	7346	86	42	106
54828	BCAS3	12457	52	126	103
54829	ASPN	2470	10	18	5
54830	NUP62CL	3067	10	7	12
54832	VPS13C	25553	324	488	563
54834	GDAP2	11821	372	117	444
54836	BSPRY	2578	104	11	201
54838	WBP1L	7927	107	146	193
54839	LRRC49	18433	2	33	16
54840	APTX	13222	609	89	810
54841	BIVM	8873	95	38	153
54842	MFSD6	11874	704	131	1028
54843	SYTL2	30544	37	125	71
54845	ESRP1	8853	6	23	8
54847	SIDT1	5453	87	155	194
54848	ARHGEF38	7205	10	42	14
54849	DEF8	16293	132	66	201
54850	FBXL12	11046	106	19	98
54851	ANKRD49	13227	188	118	203
54852	PAQR5	12192	3	27	9
54853	WDR55	11429	816	163	1089
54856	GON4L	25495	485	345	634
54858	PGPEP1	11989	75	28	89
54859	ELP6	6205	245	52	343
548593	SLX1A	8176	133	23	213
54861	SNRK	15769	259	435	381
54862	CC2D1A	7810	258	76	358
54863	TOR4A	4148	22	4	45
548644	POLR2J3	17267	112	103	95
548645	DNAJC25	4607	85	26	86
54865	GPATCH4	10574	668	56	982
54867	TMEM214	10939	524	111	757
54868	TMEM104	8739	119	27	194
54870	QRICH1	10844	644	241	941
54872	PIGG	23798	376	185	484
54874	FNBP1L	11027	91	30	130
54875	CNTLN	11851	18	30	25
54876	DCAF16	5526	171	107	221
54877	ZCCHC2	13164	171	56	165
54878	DPP8	15155	435	308	702
54879	ST7L	15987	91	65	136
54880	BCOR	15881	295	48	326
54881	TEX10	8480	739	79	848
54882	ANKHD1	18536	95	65	169
54883	CWC25	11802	143	59	195
54884	RETSAT	6750	183	107	218
54885	TBC1D8B	11702	25	23	46
54886	PLPPR1	10238	7	19	8
54887	UHRF1BP1	10123	307	98	272
54888	NSUN2	10494	2828	229	3332
54890	ALKBH5	4526	1548	480	1998
54891	INO80D	15041	134	164	154
54892	NCAPG2	9463	1921	82	2359
54893	MTMR10	19549	169	83	187
54894	RNF43	12727	18	17	25
54896	PQLC2	4829	44	13	81
54897	CASZ1	14039	14	21	11
54898	ELOVL2	3997	12	12	10
54899	PXK	12249	283	132	523
549	AUH	3219	207	41	281
54900	LAX1	6496	197	163	317
54901	CDKAL1	5468	425	191	641
54902	TTC19	12296	609	225	729
54903	MKS1	2972	162	30	278
54904	NSD3	20175	652	406	1035
54906	FAM208B	8626	850	186	841
54908	SPDL1	8122	633	47	683
54910	SEMA4C	12719	31	46	31
54913	RPP25	3049	107	6	122
54914	FOCAD	10807	517	160	854
54915	YTHDF1	3943	972	212	1095
54916	TMEM260	12881	71	59	101
54918	CMTM6	5159	1592	466	2527
54919	DNAAF5	9033	349	29	336
54920	DUS2	7396	333	49	432
54921	CHTF8	8306	882	377	1251
54923	LIME1	9262	35	495	34
54925	ZSCAN32	13280	107	81	121
54926	UBE2R2	4075	265	114	419
54927	CHCHD3	5776	870	144	1034
54928	IMPAD1	8012	952	104	1404
54929	TMEM161A	8348	130	54	254
54930	HAUS4	9609	258	44	284
54931	TRMT10C	2836	1238	86	1382
54932	EXD3	9651	13	23	15
54934	KANSL2	9637	552	133	660
54935	DUSP23	1128	107	39	162
54936	ADPRHL2	1668	440	45	681
54937	SOHLH2	3509	2	9	2
54938	SARS2	8690	231	28	385
54939	COMMD4	11091	269	44	350
5494	PPM1A	15612	198	76	257
54940	OCIAD1	13813	892	259	1062
54941	RNF125	7870	312	293	284
54942	FAM206A	3124	241	51	275
54946	SLC41A3	12904	114	82	121
54947	LPCAT2	16497	26	31	13
54948	MRPL16	3020	920	116	1046
54949	SDHAF2	6293	193	86	266
5495	PPM1B	10584	789	284	962
54951	COMMD8	2002	405	131	547
54952	TRNAU1AP	7741	187	57	277
54953	ODR4	5080	270	60	288
54954	FAM120C	10869	53	47	50
54955	C1orf109	8013	445	43	486
54956	PARP16	6518	124	85	162
54957	TXNL4B	5992	383	64	409
54958	TMEM160	663	124	44	161
5496	PPM1G	6290	2308	287	2959
54960	GEMIN8	4092	69	35	156
54961	SSH3	9080	17	21	33
54962	TIPIN	3496	863	10	899
54963	UCKL1	4549	266	113	334
54964	C1orf56	2852	9	19	27
54965	PIGX	7229	337	78	550
54968	TMEM70	4810	909	90	984
54969	HPF1	2107	156	40	224
54970	TTC12	8703	20	39	42
54971	BANP	13199	116	77	208
54973	INTS11	27440	678	182	1068
54974	THG1L	4228	102	29	150
54976	C20orf27	2705	332	43	401
54977	SLC25A38	2556	407	122	475
54978	SLC35F6	10663	83	31	109
5498	PPOX	11144	91	85	122
54980	C2orf42	9491	133	72	197
54981	NMRK1	5748	121	230	206
54982	CLN6	8360	77	5	83
54984	PINX1	4492	237	26	328
54985	HCFC1R1	6507	69	18	78
54986	ULK4	4813	58	35	139
54987	C1orf123	6804	201	101	335
54988	ACSM5	5384	3	13	5
54989	ZNF770	6002	540	212	607
5499	PPP1CA	5853	1643	663	2353
54991	C1orf159	15324	123	27	195
54993	ZSCAN2	14919	36	37	88
54994	GID8	4723	350	83	411
54995	OXSM	5749	207	32	249
54996	2-Mar	5291	0	7	1
54997	TESC	4136	80	9	84
54998	AURKAIP1	3412	721	162	938
55	ACPP	6307	5	20	10
550	AUP1	5913	919	242	1502
5500	PPP1CB	13255	3357	692	4756
55000	TUG1	15480	227	198	253
55001	TTC22	8271	13	34	28
55002	TMCO3	13846	204	99	375
55003	PAK1IP1	1800	862	44	1055
55004	LAMTOR1	4756	379	132	515
55005	RMND1	3308	235	50	267
55006	TRMT61B	3690	163	53	217
55007	FAM118A	10987	178	108	240
55008	HERC6	9442	355	156	806
55009	C19orf24	3465	272	47	405
5501	PPP1CC	12480	2253	618	2961
55010	PARPBP	9137	587	45	572
55011	PIH1D1	8785	414	160	610
550112	UBA6-AS1	7816	67	44	114
55012	PPP2R3C	9262	448	131	488
55013	MCUB	4855	925	570	1114
55014	STX17	8214	303	201	321
55015	PRPF39	11144	396	179	524
55016	1-Mar	23311	14	63	36
55017	C14orf119	4385	603	126	660
55020	TTC38	4219	94	38	145
55022	PID1	8948	6	10	4
55023	PHIP	14291	442	343	758
55024	BANK1	7900	5	23	8
55026	TMEM255A	6879	3	10	4
55027	HEATR3	5329	285	56	336
55028	C17orf80	8519	244	84	285
55030	FBXO34	7918	332	225	375
55031	USP47	18244	1259	541	1922
55032	SLC35A5	8141	342	82	383
55033	FKBP14	7091	60	20	86
55034	MOCOS	6453	13	19	17
55035	NOL8	16392	856	264	1001
55037	PTCD3	14056	1405	347	1918
55038	CDCA4	4049	856	50	1197
55039	TRMT12	2207	68	26	106
5504	PPP1R2	7180	920	831	1255
55041	PLEKHB2	14373	1185	342	1828
55048	VPS37C	4526	26	3	34
55049	REX1BD	5268	169	186	409
55051	NRDE2	18440	171	55	197
55052	MRPL20	4147	611	124	830
55054	ATG16L1	13150	288	124	402
55055	ZWILCH	9446	1029	42	1261
55056	GABPB1-IT1	6266	69	150	117
55057	CRYBG2	9554	11	17	20
55061	SUSD4	10980	7	40	7
55062	WIPI1	6886	59	34	135
55063	ZCWPW1	6676	29	21	27
550631	CCDC157	10143	16	18	23
55064	SPATA6L	10341	10	20	1
550643	NBDY	2240	257	96	347
55066	PDPR	9255	597	183	271
55068	ENOX1	3987	7	15	10
55069	TMEM248	7369	1376	658	1780
55070	DET1	3549	10	23	21
55071	C9orf40	2327	340	17	371
55072	RNF31	13102	491	201	632
55074	OXR1	20916	178	195	296
55075	UACA	14618	23	88	32
55076	TMEM45A	8118	16	10	9
55080	TAPBPL	5516	118	105	267
55081	IFT57	5305	283	109	372
55082	ARGLU1	5314	921	643	1477
55083	KIF26B	32339	4	15	6
55084	SOBP	8100	3	7	7
55088	CCDC186	8126	98	104	162
55089	SLC38A4	5566	12	41	5
5509	PPP1R3D	3630	60	12	119
55090	MED9	3361	138	39	193
55093	WDYHV1	4813	152	15	193
55094	GPATCH1	5699	102	76	226
55095	SAMD4B	10697	313	95	448
55096	EBLN2	1679	15	15	40
5510	PPP1R7	9215	577	190	869
55100	WDR70	8753	181	85	248
55101	DMAC2	10629	404	76	563
55102	ATG2B	15867	326	175	417
55103	RALGPS2	14155	18	44	27
55105	GPATCH2	9043	72	57	126
55106	SLFN12	8605	22	25	65
55108	BSDC1	13346	317	274	472
55109	AGGF1	6148	432	184	659
5511	PPP1R8	6721	394	54	425
55110	MAGOHB	7878	641	55	887
55111	PLEKHJ1	11925	399	141	563
55112	WDR60	7792	37	63	78
55113	XKR8	3008	94	50	120
55114	ARHGAP17	17400	628	157	770
55116	TMEM39B	4939	32	8	37
55117	SLC6A15	15001	9	20	11
55119	PRPF38B	8703	621	300	888
55120	FANCL	4232	312	29	358
55122	AKIRIN2	2075	291	130	385
55124	PIWIL2	8103	12	20	14
55125	CEP192	14432	236	192	424
55127	HEATR1	10250	2470	159	2710
55128	TRIM68	8251	93	62	148
55129	ANO10	7904	68	50	74
55130	ARMC4	6100	13	46	11
55131	RBM28	18376	630	142	799
55132	LARP1B	12111	183	46	213
55133	SRBD1	6181	196	85	293
55135	WRAP53	9206	302	21	426
55137	FIGN	10112	16	54	7
55139	ANKZF1	18427	609	343	1164
5514	PPP1R10	46670	629	143	827
55140	ELP3	10673	413	174	577
55142	HAUS2	9528	486	84	572
55143	CDCA8	4068	511	21	663
55144	LRRC8D	10902	650	324	646
55145	THAP1	4844	289	72	356
55146	ZDHHC4	7350	195	67	264
55147	RBM23	24467	608	160	936
55148	UBR7	11112	1157	209	1365
55149	MTPAP	9190	469	91	442
5515	PPP2CA	7300	3131	515	3674
55151	TMEM38B	4876	379	52	402
55152	DALRD3	11428	116	57	150
55153	SDAD1	6674	681	212	812
55154	MSTO1	9668	319	59	433
55156	ARMC1	6883	843	155	1035
55157	DARS2	4181	844	65	1230
55159	RFWD3	10867	1279	101	1628
5516	PPP2CB	6822	65	15	64
55161	TMEM33	16351	1349	124	1348
55163	PNPO	5522	706	53	781
55164	SHQ1	8856	697	76	948
55165	CEP55	3558	880	17	986
55166	CENPQ	1733	210	24	234
55167	MSL2	8642	389	221	455
55168	MRPS18A	1998	190	25	256
55170	PRMT6	2616	455	22	521
55171	TBCCD1	5717	240	60	405
55172	DNAAF2	2963	457	50	626
55173	MRPS10	2110	789	101	1055
55174	INTS10	11696	1064	252	1153
55175	KLHL11	2383	255	45	331
55176	SEC61A2	8325	102	21	177
55177	RMDN3	9324	388	74	642
55178	MRM3	3465	432	20	529
55179	FAIM	6242	84	42	73
5518	PPP2R1A	10503	1441	484	2145
55180	LINS1	13371	479	376	514
55181	SMG8	8352	389	36	576
55182	RNF220	14962	390	249	544
55183	RIF1	21023	2030	323	2216
55184	DZANK1	12242	34	36	48
55186	SLC25A36	13934	431	85	624
55187	VPS13D	24365	367	324	584
55188	RIC8B	15768	128	106	167
5519	PPP2R1B	9234	1448	127	1883
55190	NUDT11	2385	24	0	33
55191	NADSYN1	20483	367	320	592
55192	DNAJC17	7468	122	42	192
55193	PBRM1	14215	1143	412	1503
55195	CCDC198	7145	2	10	2
55196	KIAA1551	11666	413	1939	825
55197	RPRD1A	13357	340	137	383
55198	APPL2	10205	110	108	177
55199	FAM86C1	7867	120	10	169
552	AVPR1A	6654	4	16	1
5520	PPP2R2A	14553	484	69	466
55201	MAP1S	11212	280	105	441
55203	LGI2	6737	7	13	4
55204	GOLPH3L	3986	213	84	337
55205	ZNF532	25041	48	65	52
55206	SBNO1	11708	1189	510	1307
55207	ARL8B	9944	982	148	1314
55208	DCUN1D2	7374	53	27	50
55209	SETD5	20203	635	257	760
5521	PPP2R2B	20771	12	100	22
55210	ATAD3A	4573	1166	52	1622
55211	DPPA4	8872	7	8	4
55212	BBS7	6310	360	68	557
55213	RCBTB1	5264	314	120	351
55214	P3H2	8414	4	21	5
55215	FANCI	11905	2748	100	3370
55216	NKAPD1	13100	200	62	206
55217	TMLHE	4751	87	19	76
55218	EXD2	13595	223	40	322
55219	MACO1	6615	115	49	115
55222	LRRC20	9013	98	0	115
55223	TRIM62	5316	21	66	48
55224	ETNK2	6486	3	16	10
55225	RAVER2	8691	42	12	55
55226	NAT10	8210	1712	231	2326
55227	LRRC1	6111	27	25	59
55229	PANK4	17504	279	145	393
5523	PPP2R3A	8906	17	39	18
55230	USP40	13236	126	95	220
55233	MOB1A	8092	3202	1033	3545
55234	SMU1	7122	1183	245	1635
55236	UBA6	12620	960	206	1703
55238	SLC38A7	12699	98	38	153
55239	OGFOD1	9317	1385	246	1712
5524	PTPA	15952	131	42	146
55244	SLC47A1	10295	7	2	2
55245	UQCC1	12028	531	129	611
55246	CCDC25	11634	384	163	462
55247	NEIL3	3587	144	20	203
55248	TMEM206	4122	132	44	129
55249	YY1AP1	10589	415	162	480
5525	PPP2R5A	4340	371	187	473
55250	ELP2	17669	951	333	1116
55251	PCMTD2	22108	147	393	174
55252	ASXL2	22106	288	143	282
55253	TYW1	7473	279	100	366
55254	TMEM39A	8543	420	80	576
55255	WDR41	13989	311	56	484
55256	ADI1	8517	668	161	908
55257	MRGBP	2781	289	38	323
55259	CASC1	5451	8	18	4
5526	PPP2R5B	3447	63	39	93
55260	TMEM143	8678	85	29	120
55262	C7orf43	8310	31	33	45
55266	TMEM19	8513	244	148	266
55267	PRR34	2817	3	11	6
55268	ECHDC2	15489	84	90	139
55269	PSPC1	7771	471	100	683
5527	PPP2R5C	27036	1229	966	1516
55270	NUDT15	2098	506	28	581
55272	IMP3	1237	1023	226	1160
55274	PHF10	6412	420	167	463
55275	VPS53	19695	200	92	242
55276	PGM2	5570	728	70	957
55277	FGGY	18938	31	71	28
55278	QRSL1	5808	457	87	522
55279	ZNF654	4966	158	111	234
5528	PPP2R5D	6550	553	133	680
55280	CWF19L1	6722	393	88	562
55281	TMEM140	2389	115	58	156
55282	LRRC36	8096	7	19	2
55283	MCOLN3	11571	14	34	17
55284	UBE2W	17158	185	111	337
55285	RBM41	8286	129	72	188
55286	C4orf19	2823	8	11	4
55287	TMEM40	6397	8	4	5
55288	RHOT1	12826	451	154	576
552889	ATXN7L3B	7604	500	436	650
55289	ACOXL	7075	15	19	7
5529	PPP2R5E	14061	619	262	718
55290	BRF2	4316	52	16	47
552900	BOLA2	3213	482	66	593
55291	PPP6R3	23319	1219	318	1280
55293	UEVLD	11197	276	74	426
55294	FBXW7	17099	221	212	322
55295	KLHL26	6565	87	45	116
55296	TBC1D19	4465	50	43	65
55297	CCDC91	8147	190	182	222
55298	RNF121	8993	142	13	204
55299	BRIX1	7384	1533	128	1837
5530	PPP3CA	15395	53	110	83
55300	PI4K2B	3924	1545	118	1970
55301	OLAH	3867	7	25	2
55303	GIMAP4	5494	715	1258	828
55304	SPTLC3	9654	9	32	8
55308	DDX19A	17752	918	155	1277
5531	PPP4C	8426	1067	258	1413
553103	MIR3936HG	3313	11	8	1
55311	ZNF444	12752	135	55	169
553115	PEF1	4482	631	157	838
55312	RFK	7544	360	92	424
55313	CPPED1	10149	161	78	245
55314	TMEM144	17211	15	37	16
55315	SLC29A3	3543	42	24	51
55316	RSAD1	6289	422	193	621
55317	AP5S1	10777	100	53	152
55319	TMA16	5896	285	36	454
5532	PPP3CB	7804	88	77	95
55320	MIS18BP1	10083	430	128	634
55322	C5orf22	10837	426	128	667
55323	LARP6	6486	0	4	4
55324	ABCF3	12378	541	189	718
55325	UFSP2	4848	213	101	343
55326	AGPAT5	8003	1199	81	1182
55327	LIN7C	8649	1427	192	1606
55328	RNLS	4997	35	29	51
5533	PPP3CC	5694	493	354	864
55330	BLOC1S4	1617	252	166	303
55331	ACER3	16951	256	54	314
55332	DRAM1	6515	78	36	89
55333	SYNJ2BP	8381	75	72	90
55334	SLC39A9	15283	725	168	1018
55335	NIPSNAP3B	2745	9	9	12
55336	FBXL8	6118	11	53	26
55337	C19orf66	9555	347	214	586
55338	LINC01949	4339	4	6	2
55339	WDR33	15334	966	235	1257
5534	PPP3R1	3634	203	16	159
55340	GIMAP5	10602	162	128	239
55341	LSG1	6858	795	151	1110
55342	STRBP	11405	517	157	721
55343	SLC35C1	6677	170	67	232
55344	PLCXD1	25592	90	17	146
55345	ZGRF1	12549	271	72	479
55346	TCP11L1	8692	145	58	222
55347	ABHD10	5522	766	87	921
55349	CHDH	8719	7	22	25
55351	STK32B	10660	5	17	2
55352	COPRS	2449	486	14	535
55353	LAPTM4B	5169	390	27	422
55355	HJURP	7893	464	4	729
55356	SLC22A15	5658	10	20	17
55357	TBC1D2	7667	22	38	45
55359	STYK1	4473	4	15	9
5536	PPP5C	15961	1345	88	1551
55361	PI4K2A	5194	203	50	325
55362	TMEM63B	6271	61	30	83
55363	HEMGN	2528	13	21	8
55364	IMPACT	6635	284	49	271
55366	LGR4	7894	10	37	16
55367	PIDD1	13543	228	50	323
5537	PPP6C	8434	1052	440	1002
55374	TMCO6	7992	145	48	205
55379	LRRC59	3348	1542	67	1851
5538	PPT1	6498	2284	412	2536
55388	MCM10	8946	1091	37	1285
554203	JPX	7230	69	48	183
55421	NCBP3	18629	340	174	518
55422	ZNF331	17489	159	127	199
554226	ANKRD30BL	6395	5	14	4
55423	SIRPG	2623	50	260	116
554249	LOC554249	4021	20	16	23
55425	GPALPP1	14110	297	108	387
554251	FBXO48	5666	30	16	53
554282	FAM72C	2901	196	1	310
554313	HIST2H4B	1715	6	5	11
55432	YOD1	6681	259	28	323
55435	AP1AR	6671	431	116	492
55437	STRADB	6192	318	95	384
55449	DHRS4-AS1	8142	60	74	101
55450	CAMK2N1	3148	1	2	5
55454	CSGALNACT2	3730	304	189	399
5546	PRCC	6359	587	132	795
55466	DNAJA4	12408	376	76	535
5547	PRCP	10200	427	131	463
55471	NDUFAF7	7245	180	66	259
55486	PARL	3976	653	129	917
5550	PREP	3762	630	129	879
55500	ETNK1	10034	703	264	1090
55501	CHST12	19031	43	101	69
55502	HES6	7309	32	1	33
55504	TNFRSF19	10079	1	3	8
55505	NOP10	990	1062	107	1353
55506	H2AFY2	2249	21	18	43
55508	SLC35E3	19209	122	135	135
55509	BATF3	2818	482	7	409
5551	PRF1	5025	327	222	718
55510	DDX43	3163	8	10	5
55511	SAGE1	3303	8	11	7
55512	SMPD3	12380	1	19	6
5552	SRGN	2010	2535	447	4603
55520	ELAC1	5363	46	56	81
55521	TRIM36	10208	9	17	4
55526	DHTKD1	6603	116	43	190
55527	FEM1A	9593	869	95	1018
55529	PIP4P2	4822	124	57	107
5553	PRG2	5854	33	3	33
55530	SVOP	8281	19	9	1
55531	ELMOD1	6302	4	16	2
55532	SLC30A10	9370	7	46	5
55534	MAML3	7897	5	8	6
55536	CDCA7L	7809	724	55	639
5554	PRH1	17449	16	18	17
55540	IL17RB	4331	20	18	53
55544	RBM38	4421	1656	334	1833
55552	ZNF823	5023	25	23	54
55553	SOX6	22246	10	102	13
55556	ENOSF1	18066	296	111	523
55558	PLXNA3	13865	64	42	76
55559	HAUS7	8375	245	43	334
55561	CDC42BPG	6552	0	1	0
55565	ZNF821	11830	25	39	46
55567	DNAH3	16213	23	101	31
55568	GALNT10	18689	307	224	473
5557	PRIM1	4229	454	72	719
55571	CNOT11	3317	887	259	1316
55572	FOXRED1	14591	362	25	658
55573	CDV3	9426	2043	427	2199
55576	STAB2	10333	22	62	21
55577	NAGK	22007	214	105	276
55578	SUPT20H	16015	567	468	822
5558	PRIM2	5489	337	40	423
55582	KIF27	5565	38	32	48
55584	CHRNA9	3363	7	7	4
55585	UBE2Q1	5073	280	87	188
55588	MED29	14582	325	192	492
55589	BMP2K	14147	110	27	88
55591	VEZT	23406	489	137	779
55593	OTUD5	9519	648	275	1111
55596	ZCCHC8	16613	276	133	298
55599	RNPC3	9284	79	110	147
55600	ITLN1	1993	5	7	2
55601	DDX60	7474	729	314	1326
55602	CDKN2AIP	4904	451	189	519
55604	CARMIL1	7519	77	44	122
55605	KIF21A	14798	197	112	334
55607	PPP1R9A	28175	6	38	3
